Course ID,Title,Description
1049,Blockchain - Sicherheit auch ohne Trust Center,"Wussten Sie, dass das Konzept der Blockchain aus dem Jahr 2008 stammt und letztlich eine Reaktion auf die zweifelhafte Rolle der Banken war, die sich in der Welt-Finanzkrise gezeigt hat? Während etwa beim Online-Banking ein Finanzdienstleister für akkurate Buchführung über alle Transaktionen sorgt und die Konten für die Kunden führt, zeigte das 2009 online gegangene Netzwerk der Kryptowährung Bitcoin erstmals, dass man auch ohne Bank ein sicheres Währungssystem betreiben kann - eben dank der Blockchain-Technologie.
Mit einem weiteren zweiwöchigen Onlinekurs (unser Blockchain-Kurs aus dem Jahr 2018) zur viel diskutierten Blockchain-Technologie wollen wir einen tieferen und gleichzeitig kompakten Einblick in die grundlegenden Konzepte und die Herausforderungen komplexer verteilter Systeme geben. Im Unterschied zu den weit verbreiteten zentralisierten Systemen mit einer Vertrauensinstanz im Mittelpunkt, geht es Blockchain-Technologien darum, verlässlichen und sicheren Datenaustausch auch ohne eine solche zentrale Instanz zu gewährleisten.
Darauf, wie in einem solchen verteilten System ohne zentrale Instanz Vertrauen und Konsens zwischen den einzelnen Akteuren geschaffen werden kann, geht der kostenlose openHPI-Kompaktkurs im Detail ein. Er richtet sich an Anfänger, die sich für das Thema Blockchain interessieren und gerne intensiver in die Materie einsteigen wollen.
Mit diesem Wissen ausgestattet, werden Sie ein tieferes Verständnis der Blockchain-Technologie bekommen und entscheidende Unterschiede zu bestehenden Ansätzen verstehen."
1050,Wie programmiere ich meinen ersten Mini-Computer?,"In immer mehr Geräten stecken Computer: Von A wie Auto bis hin zu Z wie Zahnbürste. Doch das heißt nicht, dass da gleich ein ganzer PC verbaut ist. Meist ist ein kleiner Chip das Gehirn, welches die Funktionen des Gerätes ermöglicht, ein so genannter Mikrocontroller. Einer der berühmtesten Vertreter ist der ""Arduino"", aber es gibt noch viele mehr. In diesem Kurs zeigen wir dir, wie du einen solchen Mikrocontroller programmieren kannst. Mit diesem Wissen ausgestattet werden wir kleine Projekte umsetzen, z.B. ein Auto fernsteuern oder eine Pflanzenüberwachung für deinen Balkon bauen."
1051,Patentrecht: So schützen Sie Ihre Innovation,"Haben Sie eine kreative Idee im Kopf oder bereits einen ersten Prototypen entwickelt? Dann wird es höchste Zeit, sich über den Schutz der Erfindung und eine Patentierung Gedanken zu machen.
In diesem 3-wöchigen Kurs zeigen wir Ihnen, welche Schutzrechte es gibt und welche Vorteile ein Patent bietet. Dabei möchten wir insbesondere das Urheberrecht vom Patentrecht abgrenzen. Wir werden darauf eingehen, wem typischerweise eine Software-Entwicklung gehört und warum es sinnvoll sein könnte, ein Patent darauf anzumelden. Außerdem erfahren Sie, was dabei zu beachten ist und wie die übliche Vorgehensweise aussieht. Zuletzt werden wir auf Open Source Software zu sprechen kommen und diskutieren, welche Parallelen zwischen Patenten und Open Source bestehen."
1052,Digitale Identitäten - Wer bin ich im Netz?,"Der durchschnittliche Internetnutzer verfügt über mehr als 25 Internetkonten, die für unterschiedlichste Absichten angelegt werden. Neben Accounts für E-Mail-Dienste oder soziale Netzwerke, benötigen Nutzer Zugang zu Lernplattformen oder Onlineshoppingdiensten. Jedes dieser Internetkonten repräsentiert eine individuelle Digitale Identität. Jede dieser Identitäten umfasst wiederum unterschiedlichste persönliche Angaben. Neben Informationen, die zur Authentifizierung eines Users genutzt werden, wie einer E-Mail-Adresse und einem Passwort, benötigen andere Dienste sehr persönliche und sensible Daten, wie die Bankverbindung zum Bezahlen und den Wohnort für die anschließende Lieferung einer Bestellung."
1053,Datensicherheit im Netz – Einführung in die Informationssicherheit,"Eine Nachricht im Internet wird auf ihrem Weg bis zum Zielsystem durch mehrere Netze und über unterschiedliche Stationen geschickt. Die einzelnen Stationen sind dafür verantwortlich, dass die Nachricht ordnungsgemäß weitergeleitet und schließlich dem korrekten Empfänger zugestellt wird. Jede dieser Stationen kann die Nachricht, falls sie im Klartext verschickt wird, empfangen und den Inhalt lesen. Somit kann ein potenzieller Angreifer, falls er eines dieser Zwischensysteme kontrolliert, den Inhalt der Nachricht ebenfalls lesen und sogar vor dem Weitersenden verändern. Solche Angriffe können extreme Auswirkungen auf die Kommunikation haben.
Im Rahmen dieses Kurses werden wir beleuchten, wie und ob ihre Verbindung zum Online-Banking sicher oder der Inhalt einer E-Mail vertrauenswürdig ist. Dafür werden wir uns mit Grundlagen der Kryptographie, Sicherheitszielen und verschiedenen Arten der Verschlüsselung beschäftigen. Darüber hinaus wird es Einblicke in unterschiedliche Modelle und Standards, die in der Praxis verwendet werden, geben."
1054,Mainframe - Crucial Role in Modern Enterprise Computing,"Whether you withdraw money at a cashpoint, pay with a credit card, book a flight or buy a train ticket—mainframes are always at work in the background. They do the crucial work and ensure that everything runs securely and without data loss. More than 70 percent of the Global 500s work with mainframes.
The digital transformation poses a big challenge for enterprises today, and the modern mainframe plays a crucial role in addressing this challenge. As the typical platform for the ""systems of record"" of most large organizations, its unique features support today's requirements regarding performance, flexibility and security and enable companies to successfully manage the challenges of an online world. This course will give an overview of the modern mainframe, its concepts and features and their role in enterprise computing. Topics addressed range from mainframe architecture, hardware and operating systems (z/OS, z/VM, Linux), Mainframe application development and transaction processing to state-of-the-art workloads such as blockchain and analytics. In addition, industry success stories will be presented."
1055,Programmieren mit Ruby,"Die Programmiersprache Ruby hat sich nicht zuletzt durch den Erfolg des Web-Frameworks Ruby on Rails einen Namen gemacht. Ihre Anwendungsmöglichkeiten gehen aber weit über das Web hinaus; und wer Rails kennt, kennt noch lange nicht alles, was diese Sprache zu bieten hat.
In diesem Kurs wollen wir mit euch Ruby von Grund auf kennenlernen - mit seiner Eleganz und seiner Ausdrucksstärke, aber auch mit seinen Tücken."
1056,Human-Centered Design: From Synthesis to Creative Ideas,"Make sense of design research data, learn to frame a problem from a user's perspective, and generate lots of new ideas: This course will introduce you to the basics of design synthesis and brainstorming techniques."
1057,Einführung in die Mathematik der Algorithmik,"In allen Anwendungen in der Informatik steckt eine große Portion Mathematik. Insbesondere basieren viele Algorithmen, die uns täglich helfen (zum Beispiel Googles Suchalgorithmen oder Routenfindung bei Navigationssytemen) auf cleveren mathematische Einsichten.
In diesem Kurs wird die Sprache der modernen Mathematik vorgestellt. In der ersten Woche werden wir dazu die grundlegenden Bausteine einführen; dabei wird es um Quantoren und Junktoren, sowie Formalisierungen und Spezifikationen gehen. In der zweiten Woche werden wir diese Themen anhand ausgewählter Beispiele (Wegfindung und Googles PageRank Algorithmus) anwenden. In der dritten Woche steigen wir dann etwas tiefer in die Mathematik und lernen mehrere Analysewerkzeuge kennen (z.B. die berühmte ""O-Notation"")
Für diesen Kurs ist kein akademisches Vorwissen aus der Mathematik nötig. Teilnehmer des Kurses verstehen im Anschluss die mathematische Sprache und verstehen, wie diese bei algorithmischen Fragestellungen angewandt wird."
1058,Java Capstone Series Pt. 1,"The Java Capstone Series is a completely new course format.
Fewer videos and more hands-on activities.
Together, we will develop small Java projects from scratch to transform knowledge into competencies.
For the first iteration we will develop a little game, e.g. Pong or BreakOut.
The idea is to work on these projects in teams, but if you prefer you can also work alone. This format is completely new for us as well. We see ourselves rather as co-learners and facilitators than as teachers.
Until the course will officially start in mid-September, we have prepared a short survey consisting of basically just one question: What do you expect from this course? Topics, approaches, tools, tasks,..."
1059,Blockchain: Hype oder Innovation?,"Das Thema Blockchain polarisiert und hat sich in letzter Zeit zu einem Medienhype entwickelt. So sehen viele die Blockchain-Technologie entweder als eine Allzweckwaffe, zu der aber nur wenige einen Zugang haben, oder als eine Hacker-Technologie für geheime Geschäfte im Darknet. Dadurch sind diejenigen, die sich für das Thema interessieren, gezwungen sich für oder gegen die Blockchain-Technologie zu entscheiden. Dabei liegt die Innovation der Blockchain-Technologie in ihrer erfolgreichen Zusammensetzung bereits vorhandener Ansätze: dezentrale Netzwerke, Kryptographie und Konsensfindungsalgorithmen.
Im Rahmen des Kurses werden wir Ihnen helfen, Ihren eigenen Standpunkt zur Blockchain-Technologie zu finden und aufzeigen welche Eigenschaften wirklich innovativ und welche nichts weiter als ein Hype sind."
1060,IPv6 in modernen Netzwerken,"Jedes Gerät, das ans Internet angeschlossen ist, besitzt eine eigene IP-Adresse, über die es angesprochen werden kann. Dies wird beispielsweise dann nötig, wenn eine E-Mail von einem Absender zum Empfänger übermittelt werden soll. Der Empfänger kann mithilfe der IP-Adresse eindeutig identifiziert werden, ähnlich wie mit einer Postanschrift.
Mit der rasanten Verbreitung des Internets reichen die anfangs geschaffenen Adressen, genannt IPv4, nicht mehr aus. Um den Mangel an IP-Adressen zu beheben, hat die Internet Engineering Task Force (IETF) ein neues Internetprotokoll entwickelt, welches wir Ihnen in diesem Kurs vorstellen wollen. Sie erfahren, was hinter IPv6 steckt und wie es schrittweise in die Netzwerke eingeführt wird."
1061,Information Service Engineering,"The information available today exceeds all limits. Access to this abundance of data is only possible via search engines and sophisticated information processing applications. To enable the transition from raw data to well-structured knowledge, technologies such as natural language processing, information retrieval, and data and knowledge mining must be applied. In this MOOC, you will learn the fundamentals of natural language processing as well as the basics of Linked Data-based knowledge representation and machine learning to enable the transition from unstructured data to machine processable knowledge."
1062,IT-Recht für Software-Entwickler,"Sie sind Software-Ingenieur, Gründer oder Unternehmer eines IT-Unternehmens. Ihnen begegnen verschiedene rechtliche Themen. Die wichtigsten aus den Bereichen Verträge, Urheberrechte, Markenrecht, Patentrechte, Datenschutz, aber auch einige Bezüge zu Fragen bei Unternehmensverkäufen werden Ihnen in diesem 4-wöchigen Kurs von zwei anerkannten spezialisierten Rechtsanwälten auf diesem Gebiet nähergebracht.
Sie werden SaaS-, Kauf- und Entwicklungsverträge kennenlernen, aber auch erfahren, was man dokumentieren sollte, um die Rechte an seinem Code zu sichern. Wir möchten Sie in dem Kurs dafür sensibilisieren, Verträge aus dem Internet mit Vorsicht zu nutzen, da je nach Geschäftsmodell und handelnder Person (Unternehmen, Verbraucher) unterschiedliche Verträge notwendig werden."
1063,Internet Security for Beginners,"Hackers manage again and again to steal passwords, to access sensitive enterprise and user data, and, in the worst case scenario, to even paralyze entire companies. The Internet offers various possibilities to its users, but, at the same time, it harbors dangers and vulnerable points of attack, which many people are not even aware of. In this openHPI course you will learn the basics of Internet security. Why is the Internet insecure by nature of its design? What are the weak spots of the Internet and how are they exploited by cybercriminals? We want to answer these questions and a lot more in this course. Additionally, we will advise you on how to protect yourself from such cyberattacks."
1064,Linux für Alle,"In diesem Onlinekurs möchten wir Ihnen Linux vorstellen, ein Open Source Betriebssystem. Im täglichen Leben begegnet uns Linux häufig dort wo es vielen Menschen gar nicht wirklich bewusst ist: So laufen beispielsweise viele Webserver unter Linux, übrigens auch der openHPI-Server, Android baut auf Linux auf und auch als Spieleplattform ist Linux beliebt.
Man kann Linux aber auch auf nahezu jedem Desktop PC oder Laptop als ein kostenloses, alternatives Betriebssystem zu Windows nutzen.
Wir zeigen Ihnen Schritt für Schritt, wie Sie Linux bei sich installieren, konfigurieren und Programme benutzen können.
Der Umstieg auf das neue System ist unproblematisch.
Die üblichen Anwendungen wie Internet-Browser, E-Mail-Programme, Videoplayer oder Office-Programme sind auch unter Linux zu finden.
In praktischen Übungen können Sie das erworbene Wissen gleich anwenden."
1065,Big Data Analytics,"In diesem kostenlosen offenen Online-Kurs führen wir Sie in das aktuelle und viel diskutierte Thema Big Data Analytics ein. Der sechswöchige Kurs wird Ihnen verständlich machen, warum Daten der Schatz des 21. Jahrhunderts sind und wie man diesen heben kann. Ob Finanzdienstleister, produzierende Unternehmen, Internet-Dienstleister oder Forschungszentren: In Wirtschaft und Wissenschaft wächst das Interesse, in dem gewaltig anschwellenden Meer an erhobenen und anfallenden Daten diejenigen herauszufischen, die es auf interessante Zusammenhänge hin zu analysieren sowie vernünftig zu strukturieren und zu verknüpfen gilt. So können schneller bessere Erkenntnisse gewonnen, Entscheidungen getroffen und Prognosen erstellt werden. Das Meer an Daten führt dann zu einem Mehr an Wissen!
Im Kurs erfahren Sie, wie bei der Auswertung riesiger Datenmengen sinnvoll vorzugehen ist - angefangen bei modernsten Data Mining-Techniken zum ""Schürfen"" bislang verborgener oder ungenutzter Informationen über die Aufbereitung bis hin zur Analyse der Daten. Aktuelle Anwendungen und einprägsame Praxisbeispiele machen Sie mit den grundsätzlichen Problemstellungen vertraut. Welche verschiedenen Algorithmen bei der Lösung helfen können, wird ebenfalls diskutiert. Schließlich stellen wir Ihnen noch gängige Methoden vor, mit denen Sie in die Lage versetzt werden, Data-Mining-Lösungen für konkrete Anwendungen zu bewerten."
1066,Social Media - What No One has Told You about Privacy,"In this 2 week workshop we discuss the emergence of social media, how the concept gained popularity and has now become the axle in collaborative communication on the Internet. We follow this with a presentation of basic approaches that you can use to protect your data and more importantly your privacy on these platforms. Everyone knows the odd feeling of discomfort when having added someone you actually don't know very well to yours friends' list or to the wrong category within your contacts. The participants will learn in this openHPI course that privacy is still a concern also for users who do not actively use the Internet."
1067,Einführung in die Mathematik der Algorithmik,"In allen Anwendungen in der Informatik steckt eine große Portion Mathematik. Insbesondere basieren viele Algorithmen, die uns täglich helfen (zum Beispiel Googles Suchalgorithmen oder Routenfindung bei Navigationssytemen) auf cleveren mathematischen Einsichten.
In diesem Kurs wird die Sprache der modernen Mathematik vorgestellt. In der ersten Woche werden wir dazu die grundlegenden Bausteine einführen; dabei wird es um Quantoren und Junktoren, sowie Formalisierungen und Spezifikationen gehen. In der zweiten Woche werden wir diese Themen anhand ausgewählter Beispiele (zum Beispiel Logarithmengesetze und Landau-Notation) anwenden.
Für diesen Kurs ist kein akademisches Vorwissen aus der Mathematik nötig."
1068,In-Memory Data Management,"The „In-Memory Data Management"" MOOC in 2017 is the fifth iteration of Prof. Hasso Plattner's successful introduction into the inner mechanics of this recent technology. It is a repetition of the 2015 course and builds on the same, revised material. The course focuses on the management of enterprise data in column-oriented in-memory databases. Latest hardware and software trends led to the development of a new revolutionary database technology that enables flexible and lightning-fast analysis of massive amounts of enterprise data."
1069,Inspirations for Design: A Course on Human-Centered Research,Become a proficient explorer of the world around you and find inspirations that may lead to human-centered design solutions: This course will introduce you to the basics of design research.
1070,Embedded Smart Home,"In der zweiten Auflage des interaktiven Kurses Embedded Smart Home dreht sich alles um die zentrale Verwaltung des Embedded Smart Home. Als Basis des Workshop-Projekts wird auch in diesem Jahr wieder ein Raspberry Pi dienen. Es wird Einblicke geben in die Nutzung von Sensoren, Einführung in die Ansteuerung externer Aktuatoren im Haushalt (z.B. Beleuchtung, Heizung oder Jalousien) und Anzeige und Steuerung des Embedded Smart Home über ein zentrales Display. Zusätzlich werden wir aufgrund vielfacher Wünsche einen Einblick in die externe Steuerung und Überwachung mit einer Kamera geben. Wer noch keine Erfahrung mit Programmierung in Python hat, kann sich vorher noch den Kurs ""Spielend Programmieren lernen"" ansehen."
1071,Mainframes,"Kaum jemand kennt sie. Und dennoch hat man täglich mit ihnen zu tun. Wer an einem Bankautomaten Geld abhebt, wer einen Flug bucht, wer mit der Deutschen Bahn unterwegs ist: Immer arbeiten im Hintergrund Mainframes, welche die wirklich entscheidende Arbeit verrichten und dafür sorgen, dass alles sicher und ohne Datenverlust vonstatten geht. Mehr als 70 Prozent der Global 500 arbeiten mit diesen Großrechnern.
Prof. Andreas Polze leitet den Kurs ""Mainframes"", in dem Referenten aus dem Academic Mainframe Consortium zu Wort kommen werden. Dieses Consortium fördert die akademische Ausbildung auf Mainframe Computern und hat sich u.a. das Ziel gesetzt, die Forschung und Entwicklung in diesem Bereich zu fördern und voranzutreiben. Der Kurs ist eine Einführung in das Thema und wird insbesondere auf die Fragen der Mainframe-Architektur und der Anwendungsentwicklung eingehen. Außerdem werden Datenbanken und Transaktionssysteme, das Thema Sicherheit und Mainframes sowie Storage Management im Kurs behandelt werden.
Dieser Kurs richtet sich an alle, die sich für das Thema Mainframes interessieren und über grundlegende Kenntnisse in Informatik und Algorithmik verfügen."
1072,"Zusammenhänge entdecken, Phänomene verstehen: Programmieren mit Etoys","Viele Phänomene in komplexen Systeme mit vielen Teilnehmern widersprechen der Intuition zunächst. In solchen Fällen helfen interaktive Visualisierungen und Experimentierumgebungen, um das Verständnis zu erleichtern. Mit ein wenig Programmierkenntnis kann man solche Experimente selbst erstellen, um interessante Phänomene zu verstehen.
In diesem Kurs lernen wir, wie man die Ausbreitung von Krankheiten am Computer simulieren kann, sehen interaktiv, wie Impfungen auch die nicht geimpften Menschen schützen, und wir entdecken, was das mit Waldbränden zu tun hat. Teilnehmer können sich die Zusammenhänge in solchen Systemen spielerisch erschließen. Für die Simulationen, die wir programmieren, ist keine vorherige Programmiererfahrung nötig und wir lernen auch, wie man Werkzeuge programmiert, um diese Systeme grafisch zu analysieren. Wir benutzen in diesem Kurs die visuelle Programmiersprache Squeak/Etoys und ihre Werkzeuge zum Simulieren und Animieren von Systemen mit vielen Teilnehmern.
Der Kurs richtet sich an Jugendliche ab 12 Jahren."
1073,Wie designe ich meine eigene Homepage?,"Du bist ein Weltenbummler und möchtest deine Erfahrungen und Fotos auf einer eigenen Homepage teilen? Du informierst dich in Fashionblogs über die neuesten Trends und überlegst in einem eigenen Blog deine persönlichen Lieblingsstücke zu präsentieren? Oder hast du ein anderes cooles Hobby und würdest gerne alle Infos dazu auf einer eigenen Webseite zusammenstellen?
Hat eure Klasse schon eine eigene Homepage, auf der ihr auf einen Blick seht, was in den nächsten Wochen so ansteht und was auf Klassenfahrt nicht fehlen darf? Nein? In diesem 2-wöchigen Workshop lernst du von Lisa, einer Studentin des Hasso-Plattner-Instituts, wie du in wenigen Schritten zu deiner eigenen Homepage gelangst und was du dabei hinsichtlich Urheberrechten, Bild- und Farbzusammenstellung beachten solltest. Außerdem erfährst du, woher du dir witzige Icons holen und wie du sogar eigene Icons, ein eigenes Logo und andere graphische Elemente designen kannst."
1074,Java Workshop - Einführung in die Testgetriebene Entwicklung mit JUnit,"Probieren ist gut, testen ist besser. In der Regel weiss man, was ein Programm tun soll bevor man es schreibt. Warum nicht gleich die Bedingungen nach denen es funktionieren soll in Code fassen, der überprüft ob die Vorgaben auch erfüllt werden?
Um dies zu tun gibt es eine Reihe spezialisierter Frameworks die das auf verschiedene Weisen sicher stellen. In diesem Workshop wollen wir uns auf das Unit Testing mit JUnit konzentrieren. Unter Unit Tests versteht man Tests die kleine abgeschlossene Code-Einheiten, wie z.B. Klassen oder Methoden auf korrekte Funktionalität prüfen.
Grundkenntnisse der Objektorientierten Programmierung in Java und der Eclipse IDE werden vorausgesetzt. Der Kurs ""Java für Einsteiger"" sowie der ""Workshop Einführung in eine Java- Programmierumgebung (IDE)"", stehen im openHPI-Archiv zur Auffrischung der Java Grundkenntnisse zur Verfügung."
1075,BPMN Meets DMN: Business Process and Decision Modeling,"This course introduces concepts of business process modeling using the Business Process Model and Notation (BPMN) industry standard. Participants will learn the elements of process models and their precise meaning. Based on a thorough understanding of business process models, the last part of the course covers decision models using the Decision Model and Notation (DMN). Decision models complement process models by representing concrete, operational decisions, both with their structure and their decision logics. The course centers around concepts and language to describe and analyze business processes and decisions. It does not cover methods on how to model, improve, monitor or implement business processes. Still, a deep understanding of business processes and decisions is a useful basis for these activities."
1076,Spielend Programmieren lernen,"Dieser vierwöchige Kurs richtet sich an Schüler:innen und andere Interessierte, die schon immer in die Welt des Programmierens hineinschnuppern wollten. Auf spielerische Art und Weise wird anhand der Programmiersprache Python eine Einführung in die faszinierende Welt des Programmierens und der Informationstechnologie gegeben.
Dieser Programmierkurs hat bereits im Jahr 2015 stattgefunden. Zwischen dem 27. Oktober 2020 und 23. November 2020 bieten wir einen neuen, kostenlosen Python-Kurs an, in dem ihr Programmieren lernen könnt."
1077,Wie funktioniert eine Suchmaschine?,"Das Speichern von Information und Wissen ist seit Jahrtausenden Teil der Menschheitsgeschichte. Die Erfindung des Buchdrucks hat zu enormen Bibliotheken geführt, um das vorhandene Wissen zu konservieren und zugänglich zu machen. Mit den riesigen Mengen an Informationen und Wissen wurde es aber auch immer schwerer, relevante von irrelevanter Information zu trennen und Informationen wiederzufinden. Mit dem Erfolg des Internets schließlich kam es zu einer Explosion an öffentlich zugänglichen Informationen und neue Inhalte werden in nie dagewesenem Ausmaß produziert. Dieser Informationsflut Herr zu werden haben sich Suchmaschinen verschrieben.
In diesem Kurs wollen wir in die technischen Grundlagen einführen und einfache Konzepte des „Information Retrievals“ im Webkontext näher beleuchten: Wie ist eine Suchmaschine aufgebaut? Was passiert, wenn ich eine Suchanfrage eintippe? Nach welchen Kriterien werden Ergebnislisten erstellt? Auf Themen wie Suchmaschinenoptimierung (SEO) oder die konkrete Benutzung bestimmter Suchmaschinen wird dabei nicht näher eingegangen."
1078,Linked Data Engineering,"We are surrounded by data everywhere. By helping us to make better decisions, data plays a central role in our daily lives. An ever increasing number of data sources, driven by individuals and organizations, contribute to this data deluge by sharing their data with others. However, data is locked up behind proprietary, unreliable, and even unstable programming interfaces that prevent us from optimally making use of it.
Linked Data has the potential to revolutionize the way we discover, access, integrate, and use data; just in the way the World Wide Web has revolutionized the way we consume and connect documents.
This course will introduce you to the basic principles and technologies of Linked Data to enable data sharing and reuse on a massive scale. Held together by ontologies, i.e. knowledge representations based on Semantic Web technologies, Linked Data serves as the central building block of the emerging Web of Data."
1079,Sicherheit im Internet,"Hackern gelingt es immer wieder, Passwörter zu stehlen, auf sensible Firmen- und Userdaten zuzugreifen und somit schlimmstenfalls ganze Unternehmen lahmzulegen. So vielfältig die Möglichkeiten sind, die das Internet seinen Nutzern bietet, so vielfältig sind auch die Angriffspunkte und potenziellen Gefahren, die vom Internet ausgehen und vielen Menschen noch nicht richtig bewusst sind. In diesem openHPI-Kurs lernen Sie die Grundbegriffe der Internetsicherheit kennen. Warum ist das Internet in seinem Grunddesign unsicher? Welches sind die Schwachstellen des Internets und wie werden diese von Cyberkriminellen ausgenutzt? Diese Fragen werden unter anderem in diesem Kurs beantwortet. Gleichzeitig erhalten Sie einige Tipps, wie Sie sich vor solchen Angriffen schützen können."
1080,Web Technologies,"WWW, the world wide web or shortly the web - really nothing more than an information service on the Internet – has changed our world by creating a whole new digital world that is closely intertwined with our real world, making reality what was previously unimaginable: communication across the world in seconds, watching movies on a smartphone, playing games or looking at photos with remote partners in distant continents, shopping or banking from your couch … In our MOOC on web technologies you will learn how it all works."
1081,Automated Visual Software Analytics,"In this MOOC, we explore how the effectiveness of software development projects can be pro-actively improved by applying concepts, techniques, and tools from software diagnosis. The term ""software diagnosis"" refers to recently innovated techniques from automated software analysis and software visual analytics that aim at giving insights into information about complex software system implementations, the correlated software development processes, and the system evolution.
As precondition, our interested learners for this course shall have general knowledge about software development processes and procedures and have experience in IT-systems development or software maintenance."
1082,Datenmanagement mit SQL,"Im openHPI Kurs ""Datenmanagement mit SQL"" lernen Sie die Grundlagen von modernen Datenbanksystemen kennen. Wir untersuchen ihren Aufbau, wir planen den Entwurf von Datenbanken und schließlich lernen Sie die weltweit dominierende Anfragesprache SQL kennen."
1083,Java Workshop: Einführung in eine Java-Programmierumgebung (IDE),"Dieser zweiwöchige MOOC-Workshop wird als Ergänzung zum Kurs ""Objektorientierte Programmierung mit Java 2017"" angeboten. Unseren Kursteilnehmern wird eine Einführung in die Benutzung einer Java IDE (Integrated Development Environment = Programmierumgebung) gegeben.
Mit diesem Kurs möchten wir unsere Teilnehmer befähigen, das erlernte Wissen aus dem Programmierkurs zu festigen und eigene Programme umzusetzen."
1084,Web-Technologien,"Das WWW (World Wide Web) oder kurz einfach nur Web, hat die Welt auf unvorstellbare Weise verändert. Es hat eine neue digitale Welt geschaffen, die eng mit unserer echten Welt verflochten ist. Dadurch ist möglich geworden, was lange undenkbar schien: weltweite Kommunikation innerhalb von Sekunden, Filme schauen auf dem Smartphone, mit weit entfernten Menschen gemeinsam Spiele spielen oder Fotos ansehen und Einkäufe oder Bankgeschäfte von zuhause aus erledigen.
In unserem MOOC ""Web-Technologien"" lernen Sie, wie das alles funktioniert."
1085,Embedded Smart Home,"Herzlich Willkommen zum interaktiven Kurs „Embedded Smart Home“. Wir freuen uns, Sie in die Welt des Smart Home zu entführen. Während des Kurses bekommen Sie Einblicke in die Umsetzung eines Smart Home Projekts auf Basis eines Raspberry Pi und unter Nutzung von Sensoren, Aktuatoren und Displays. Um für die Programmierung gewappnet zu sein, können Sie Ihr Wissen aus dem zurückliegenden Python Kurs (""Spielend Programmieren lernen"") nutzen und vertiefen. Wer diesen Kurs noch nicht besucht hat, kann dies auch jetzt noch im Archivmodus machen.
Die Programmieraufgaben können auf einem von uns über die Lernplatform zur Verfügung gestellten Gerät durchgeführt werden. Wer möchte kann aber auch ein eigenes Gerät nutzen. Eine Einkaufsempfehlung für ein Starterpaket mit dem Raspberry Pi und allen nötigen Bauteilen und Sensoren steht zur Verfügung. Somit können Sie das Projekt, an dem wir arbeiten, auch zu Hause implementieren und selber nutzen.
Wir werden auf dem Raspberry Pi die Linux-Distribution Raspian benutzen und für die Programmieraufgaben Python verwenden.
Um den Kurs erfolgreich abzuschließen sind beide Varianten geeignet und Sie können selbst entscheiden, welche Möglichkeit Sie bevorzugen."
1086,Unternehmensgründung im IT-Bereich - Wie gründe ich erfolgreich ein IT-Startup?,"Die Digitalisierung treibt die Gründung neuer Unternehmen im IT-Sektor voran. Darüber hinaus gibt der Einsatz neuer IT-Technologien potenziellen Entrepreneuren die Möglichkeit, ihre Geschäftsideen relativ schnell zu testen, um marktfähige Softwareprodukte zu entwickeln.
In diesem zweiwöchigen Workshop möchten wir Ihnen einen praxisorientierten Einblick in die Herausforderungen und Fallstricke bei der Gründung eines IT-Startups geben. Was ist im Vorfeld, z.B. bei der Teamzusammenstellung zu beachten? Welche Methoden sind hilfreich, um das Geschäftsmodell darzustellen und weiterzuentwickeln? Wie positioniere ich ein innovatives IT-Produkt im Markt? Welche Finanzierungsinstrumente gibt es? Diese und viele weitere Fragen werden in unserem openHPI-Kurs besprochen, um Ihnen ein „Toolkit“ zur erfolgreichen Gründung eines IT-Unternehmen zu geben."
1087,Java für Einsteiger,"Mit diesem neuen openHPI Einsteigerkurs möchten wir unseren Teilnehmern die Grundlagen der Programmiersprache Java vermitteln. Java ist weit verbreitet und wird vielseitig eingesetzt. Unter anderem werden mit Java Programme für Googles Android Plattform entwickelt. Dieser MOOC vermittelt die grundlegenden Konzepte des Programmierens einfach und verständlich. Durch regelmäßige praktische Übungen wird das Gelernte angewendet und gefestigt. Wir sprechen mit diesem Kurs alle Einsteiger an, die sich für die Programmierung in Java interessieren. Voraussetzung ist ein starkes Interesse an der Funktionsweise von Programmen am Computer, Programmiererfahrung ist jedoch nicht notwendig. Unsere Teilnehmer benötigen lediglich einen Computer mit einem Internetzugang und einem Browser."
1088,Sichere Email,"Email ist eines der wichtigsten Kommunikationsmittel unserer Zeit. Dennoch lässt die Technologie hinsichtlich Sicherheit deutlich zu wünschen übrig. Als Email-Nutzer kann man sich weder sicher sein, dass niemand die Nachrichten mitliest, noch dass diese auch unverändert beim Empfänger ankommen. Um geeignete Sicherheitsmaßnahmen - die sogenannte Ende-zu-Ende-Verschlüsselung sowie digitale Signaturen - muss sich jeder einzelne Nutzer selbst kümmern.
In diesem openHPI-Workshop lernen Sie auch anhand praktischer Übungen, wie Sie mit dem Einsatz kostenloser Werkzeuge verschlüsselte und digital unterschriebene Emails versenden und empfangen können."
1089,Semantic Web Technologies,"The Web has become an object of our daily life and the amount of information in the web is ever growing. Besides plain texts, especially multimedia information such as graphics, audio or video has become a predominant part within the web's information traffic. But, how to find some useful information within this huge information space? Traditional search engines will come to the limits of their powers, when it comes to understanding information content. The Semantic Web is an extension of the traditional web in the sense that the information implicitly contained in natural language text is complemented by explicit semantics based on formal knowledge representation. In this course, you will learn the fundamentals of Semantic Web technologies. You will learn how to represent knowledge and how to access and benefit from semantic data on the Web."
